text,category
I found the survey on muslim fascinating.,3
The recent festival covered rt topics.,3
isis was the main topic at the symposium.,3
"At the exhibit, there was a panel on rt.",3
"At the panel, there was a panel on islam.",3
"At the podcast, there was a panel on religion.",3
There's a interview discussing isis history.,3
I read a webinar on isis culture.,3
There's a lecture discussing quran history.,3
She mentioned isis during the discussion.,3
"At the article, there was a panel on isis.",3
She mentioned quran during the survey.,3
The forum on isis was enlightening.,3
I read a conference on islam culture.,3
I read a study on mohammed culture.,3
She mentioned quran during the article.,3
The recent meeting covered rt topics.,3
"At the forum, there was a panel on quran.",3
I attended a gallery about islam issues.,3
I found the discussion on mohammed fascinating.,3
"At the study, there was a panel on muslim.",3
The exhibit on mohammed was enlightening.,3
They organized a lecture focused on muslim rights.,3
The documentary on muslim was enlightening.,3
There's a panel discussing islamic history.,3
They organized a workshop focused on muslims rights.,3
There's a survey discussing islamic history.,3
rt was the main topic at the conference.,3
I found the exhibit on islamic fascinating.,3
She mentioned quran during the festival.,3
The recent conference covered rt topics.,3
muslim was the main topic at the conference.,3
"At the gallery, there was a panel on rt.",3
"At the documentary, there was a panel on jews.",3
She mentioned religion during the podcast.,3
There's a festival discussing islamic history.,3
The recent survey covered muslim topics.,3
I found the report on islamic fascinating.,3
I attended a meeting about isis issues.,3
"At the conference, there was a panel on rt.",3
The recent interview covered mohammed topics.,3
mohammed was the main topic at the panel.,3
I found the meeting on islam fascinating.,3
I read a conference on isis culture.,3
I attended a meeting about quran issues.,3
The symposium on rt was enlightening.,3
I attended a documentary about jews issues.,3
She mentioned mohammed during the exhibit.,3
"At the conference, there was a panel on isis.",3
They organized a festival focused on religion rights.,3
"At the podcast, there was a panel on islam.",3
I attended a festival about muslims issues.,3
mohammed was the main topic at the conference.,3
The recent article covered rt topics.,3
I read a seminar on isis culture.,3
I found the discussion on muslims fascinating.,3
There's a webinar discussing islam history.,3
muslim was the main topic at the forum.,3
They organized a lecture focused on rt rights.,3
isis was the main topic at the podcast.,3
I attended a discussion about jews issues.,3
I attended a workshop about quran issues.,3
"At the lecture, there was a panel on rt.",3
The seminar on rt was enlightening.,3
islam was the main topic at the discussion.,3
I attended a seminar about mohammed issues.,3
I found the forum on isis fascinating.,3
I read a webinar on religion culture.,3
They organized a documentary focused on islamic rights.,3
I read a symposium on jews culture.,3
isis was the main topic at the documentary.,3
jews was the main topic at the documentary.,3
The recent survey covered mohammed topics.,3
She mentioned isis during the interview.,3
There's a interview discussing religion history.,3
I attended a festival about rt issues.,3
They organized a lecture focused on religion rights.,3
There's a article discussing isis history.,3
There's a symposium discussing mohammed history.,3
They organized a forum focused on islamic rights.,3
The lecture on mohammed was enlightening.,3
The recent lecture covered muslims topics.,3
They organized a seminar focused on religion rights.,3
They organized a symposium focused on islamic rights.,3
I read a festival on muslims culture.,3
"At the webinar, there was a panel on muslims.",3
I read a panel on quran culture.,3
There's a lecture discussing islamic history.,3
They organized a festival focused on rt rights.,3
She mentioned isis during the festival.,3
I found the symposium on islam fascinating.,3
rt was the main topic at the study.,3
She mentioned islam during the documentary.,3
"At the article, there was a panel on muslims.",3
There's a workshop discussing isis history.,3
There's a conference discussing isis history.,3
I found the workshop on islam fascinating.,3
There's a lecture discussing muslims history.,3
I found the documentary on muslims fascinating.,3
The documentary on religion was enlightening.,3
I attended a report about isis issues.,3
I read a panel on rt culture.,3
The workshop on muslims was enlightening.,3
isis was the main topic at the panel.,3
There's a exhibit discussing religion history.,3
She mentioned muslim during the webinar.,3
I found the forum on religion fascinating.,3
"At the panel, there was a panel on islamic.",3
I attended a lecture about rt issues.,3
She mentioned muslims during the interview.,3
The recent meeting covered quran topics.,3
I read a forum on muslim culture.,3
religion was the main topic at the lecture.,3
The recent exhibit covered mohammed topics.,3
"At the podcast, there was a panel on islamic.",3
I found the article on jews fascinating.,3
islamic was the main topic at the meeting.,3
I attended a exhibit about islam issues.,3
There's a meeting discussing isis history.,3
quran was the main topic at the panel.,3
islamic was the main topic at the lecture.,3
They organized a gallery focused on religion rights.,3
They organized a discussion focused on rt rights.,3
I attended a podcast about mohammed issues.,3
The recent forum covered islamic topics.,3
I attended a interview about isis issues.,3
I attended a documentary about mohammed issues.,3
They organized a article focused on isis rights.,3
I attended a workshop about religion issues.,3
mohammed was the main topic at the study.,3
"At the workshop, there was a panel on quran.",3
I read a seminar on mohammed culture.,3
The recent gallery covered muslims topics.,3
She mentioned muslim during the forum.,3
She mentioned muslims during the conference.,3
I found the documentary on jews fascinating.,3
The recent forum covered rt topics.,3
The recent podcast covered rt topics.,3
I read a report on religion culture.,3
"At the report, there was a panel on islam.",3
I found the seminar on religion fascinating.,3
I found the survey on mohammed fascinating.,3
The recent seminar covered rt topics.,3
The podcast on muslim was enlightening.,3
I found the workshop on muslims fascinating.,3
I attended a gallery about religion issues.,3
There's a survey discussing rt history.,3
The exhibit on islam was enlightening.,3
"At the discussion, there was a panel on quran.",3
There's a exhibit discussing mohammed history.,3
They organized a forum focused on isis rights.,3
quran was the main topic at the study.,3
She mentioned jews during the article.,3
There's a meeting discussing religion history.,3
I attended a discussion about mohammed issues.,3
I found the documentary on mohammed fascinating.,3
The recent festival covered islamic topics.,3
I attended a survey about mohammed issues.,3
I read a article on religion culture.,3
There's a exhibit discussing jews history.,3
rt was the main topic at the workshop.,3
The recent conference covered muslims topics.,3
I found the conference on mohammed fascinating.,3
The recent study covered rt topics.,3
The meeting on quran was enlightening.,3
I found the survey on isis fascinating.,3
I found the documentary on rt fascinating.,3
There's a discussion discussing islam history.,3
They organized a workshop focused on mohammed rights.,3
There's a lecture discussing mohammed history.,3
"At the exhibit, there was a panel on isis.",3
They organized a documentary focused on jews rights.,3
I read a exhibit on jews culture.,3
I read a panel on muslims culture.,3
The interview on islamic was enlightening.,3
They organized a podcast focused on jews rights.,3
She mentioned islamic during the interview.,3
They organized a study focused on quran rights.,3
The recent webinar covered muslims topics.,3
They organized a webinar focused on islam rights.,3
muslim was the main topic at the symposium.,3
I read a symposium on islamic culture.,3
"At the study, there was a panel on jews.",3
"At the meeting, there was a panel on isis.",3
I read a workshop on rt culture.,3
She mentioned mohammed during the workshop.,3
I read a conference on jews culture.,3
I found the workshop on muslim fascinating.,3
I found the conference on islamic fascinating.,3
I found the conference on isis fascinating.,3
There's a survey discussing quran history.,3
She mentioned rt during the discussion.,3
"At the documentary, there was a panel on islam.",3
The recent study covered muslims topics.,3
I found the meeting on islamic fascinating.,3
The recent study covered isis topics.,3
I read a study on muslim culture.,3
The study on muslim was enlightening.,3
I found the forum on jews fascinating.,3
I found the webinar on mohammed fascinating.,3
There's a discussion discussing jews history.,3
The recent gallery covered rt topics.,3
I attended a seminar about rt issues.,3
The lecture on muslim was enlightening.,3
I read a lecture on muslims culture.,3
I read a conference on rt culture.,3
I attended a gallery about quran issues.,3
The interview on islam was enlightening.,3
The seminar on islamic was enlightening.,3
The article on rt was enlightening.,3
I found the survey on quran fascinating.,3
They organized a meeting focused on religion rights.,3
"At the conference, there was a panel on muslim.",3
I found the exhibit on islam fascinating.,3
The study on mohammed was enlightening.,3
I read a report on jews culture.,3
The seminar on mohammed was enlightening.,3
They organized a podcast focused on muslim rights.,3
The webinar on islamic was enlightening.,3
There's a survey discussing jews history.,3
I found the forum on muslim fascinating.,3
The panel on jews was enlightening.,3
She mentioned jews during the survey.,3
muslims was the main topic at the festival.,3
She mentioned islamic during the survey.,3
The recent interview covered isis topics.,3
The meeting on muslim was enlightening.,3
mohammed was the main topic at the workshop.,3
They organized a panel focused on religion rights.,3
"At the podcast, there was a panel on muslim.",3
She mentioned quran during the study.,3
She mentioned rt during the symposium.,3
I read a exhibit on muslim culture.,3
muslim was the main topic at the meeting.,3
They organized a meeting focused on jews rights.,3
She mentioned muslim during the lecture.,3
The festival on muslims was enlightening.,3
She mentioned jews during the report.,3
The recent festival covered religion topics.,3
I found the interview on rt fascinating.,3
The discussion on mohammed was enlightening.,3
I read a festival on rt culture.,3
She mentioned religion during the seminar.,3
She mentioned quran during the exhibit.,3
There's a study discussing religion history.,3
I attended a documentary about muslim issues.,3
I read a article on muslim culture.,3
The recent article covered quran topics.,3
The discussion on religion was enlightening.,3
The recent interview covered religion topics.,3
I found the study on muslim fascinating.,3
They organized a report focused on rt rights.,3
I read a webinar on rt culture.,3
mohammed was the main topic at the forum.,3
There's a study discussing muslim history.,3
I read a documentary on islam culture.,3
She mentioned isis during the report.,3
islamic was the main topic at the study.,3
The gallery on rt was enlightening.,3
There's a article discussing mohammed history.,3
I found the panel on muslims fascinating.,3
The meeting on isis was enlightening.,3
They organized a exhibit focused on quran rights.,3
I attended a interview about islam issues.,3
I read a documentary on isis culture.,3
The recent interview covered jews topics.,3
I read a meeting on muslim culture.,3
I found the interview on jews fascinating.,3
The panel on muslim was enlightening.,3
I attended a survey about quran issues.,3
The recent festival covered muslim topics.,3
The recent seminar covered muslims topics.,3
She mentioned islamic during the forum.,3
I found the seminar on islam fascinating.,3
I attended a festival about islam issues.,3
There's a festival discussing jews history.,3
The seminar on quran was enlightening.,3
The recent workshop covered isis topics.,3
The documentary on mohammed was enlightening.,3
isis was the main topic at the webinar.,3
I found the article on rt fascinating.,3
They organized a report focused on islam rights.,3
The recent forum covered mohammed topics.,3
muslims was the main topic at the survey.,3
I found the panel on quran fascinating.,3
I attended a meeting about muslims issues.,3
There's a discussion discussing muslims history.,3
The recent meeting covered jews topics.,3
The recent symposium covered islamic topics.,3
I read a lecture on islam culture.,3
"At the panel, there was a panel on isis.",3
"At the seminar, there was a panel on muslims.",3
The recent article covered jews topics.,3
"At the conference, there was a panel on islam.",3
There's a documentary discussing religion history.,3
I found the podcast on muslims fascinating.,3
The seminar on muslim was enlightening.,3
The article on islam was enlightening.,3
She mentioned muslims during the festival.,3
They organized a gallery focused on islam rights.,3
She mentioned rt during the interview.,3
islamic was the main topic at the gallery.,3
The webinar on quran was enlightening.,3
The symposium on quran was enlightening.,3
The lecture on jews was enlightening.,3
She mentioned islamic during the meeting.,3
There's a workshop discussing religion history.,3
jews was the main topic at the conference.,3
There's a report discussing isis history.,3
I attended a lecture about muslim issues.,3
She mentioned jews during the festival.,3
"At the seminar, there was a panel on islam.",3
religion was the main topic at the interview.,3
I attended a seminar about muslims issues.,3
I attended a forum about islam issues.,3
I attended a lecture about mohammed issues.,3
The festival on isis was enlightening.,3
The recent seminar covered muslim topics.,3
The conference on rt was enlightening.,3
I found the conference on jews fascinating.,3
The panel on islam was enlightening.,3
The recent gallery covered mohammed topics.,3
I attended a symposium about islam issues.,3
I read a conference on religion culture.,3
"At the festival, there was a panel on religion.",3
"At the webinar, there was a panel on islam.",3
They organized a forum focused on muslims rights.,3
I read a symposium on isis culture.,3
I attended a gallery about jews issues.,3
isis was the main topic at the forum.,3
I read a study on religion culture.,3
I found the report on muslim fascinating.,3
The gallery on isis was enlightening.,3
I found the webinar on quran fascinating.,3
religion was the main topic at the meeting.,3
I found the study on isis fascinating.,3
I found the exhibit on quran fascinating.,3
The symposium on muslim was enlightening.,3
The recent seminar covered quran topics.,3
The recent exhibit covered isis topics.,3
They organized a festival focused on muslims rights.,3
muslim was the main topic at the report.,3
There's a conference discussing religion history.,3
She mentioned jews during the meeting.,3
I read a panel on jews culture.,3
"At the workshop, there was a panel on isis.",3
The recent festival covered quran topics.,3
I read a survey on religion culture.,3
I attended a gallery about islamic issues.,3
religion was the main topic at the symposium.,3
The workshop on mohammed was enlightening.,3
There's a report discussing islam history.,3
I found the workshop on rt fascinating.,3
They organized a workshop focused on religion rights.,3
I read a exhibit on religion culture.,3
I found the meeting on rt fascinating.,3
They organized a seminar focused on rt rights.,3
I attended a exhibit about islamic issues.,3
"At the podcast, there was a panel on muslims.",3
She mentioned islamic during the documentary.,3
I read a podcast on islam culture.,3
religion was the main topic at the conference.,3
religion was the main topic at the festival.,3
I attended a conference about muslim issues.,3
The meeting on rt was enlightening.,3
The recent conference covered religion topics.,3
There's a study discussing jews history.,3
They organized a podcast focused on islamic rights.,3
islam was the main topic at the gallery.,3
I read a podcast on rt culture.,3
She mentioned islam during the interview.,3
I read a podcast on mohammed culture.,3
They organized a interview focused on isis rights.,3
islamic was the main topic at the festival.,3
I read a panel on muslim culture.,3
"At the documentary, there was a panel on islamic.",3
rt was the main topic at the symposium.,3
I attended a panel about rt issues.,3
They organized a panel focused on isis rights.,3
The forum on jews was enlightening.,3
I attended a panel about muslims issues.,3
I found the exhibit on jews fascinating.,3
muslims was the main topic at the article.,3
They organized a study focused on jews rights.,3
The recent lecture covered jews topics.,3
I read a forum on islam culture.,3
They organized a discussion focused on jews rights.,3
I found the seminar on muslim fascinating.,3
muslims was the main topic at the symposium.,3
islamic was the main topic at the seminar.,3
I found the panel on islamic fascinating.,3
I read a meeting on jews culture.,3
They organized a study focused on islam rights.,3
They organized a lecture focused on quran rights.,3
